Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses_avg
2020,3,104372,Independent Community Bankers of America,525000.000000
2021,2,104372,Independent Community Bankers of America,520000.000000
2022,1,104372,Independent Community Bankers of America,450000.000000
2022,4,104372,Independent Community Bankers of America,756895.000000
2023,3,104372,Independent Community Bankers of America,557790.000000
2024,2,104372,Independent Community Bankers of America,705730.000000
2012,4,104549,Primerica Life Insurance Co.,230000.000000
2013,3,104549,Primerica Life Insurance Co.,280000.000000
2014,2,104549,Primerica Life Insurance Co.,150000.000000
2015,1,104549,Primerica Life Insurance Co.,200000.000000
2015,4,104549,Primerica Life Insurance Co.,390000.000000
2016,3,104549,Primerica Life Insurance Co.,260000.000000
2017,2,104549,Primerica Life Insurance Co.,340000.000000
2018,1,104549,Primerica Life Insurance Co.,540000.000000
2022,1,33679,American Association of Orthopaedic Surgeons,353803.000000
2010,3,42121,Military Officers Association of America,399666.000000
2011,2,42121,Military Officers Association of America,508938.000000
2012,1,42121,Military Officers Association of America,452892.000000
2010,2,45053,AZOA Services Corp.,430000.000000
2011,1,45053,AZOA Services Corp.,580000.000000
2011,4,45053,AZOA Services Corp.,640000.000000
2012,3,45053,AZOA Services Corp.,560000.000000
2013,2,45053,AZOA Services Corp.,570000.000000
2014,1,45053,AZOA Services Corp.,590000.000000
2014,4,45053,AZOA Services Corp.,590000.000000
2015,3,45053,AZOA Services Corp.,590000.000000
2016,2,45053,AZOA Services Corp.,610000.000000
2017,1,45053,AZOA Services Corp.,600000.000000
2012,4,48709,Open Society Policy Center Inc.,1000000.000000
2013,3,48709,Open Society Policy Center Inc.,1960000.000000
2014,2,48709,Open Society Policy Center Inc.,2020000.000000
2015,1,48709,Open Society Policy Center Inc.,1110000.000000
2015,4,48709,Open Society Policy Center Inc.,1070000.000000
2016,3,48709,Open Society Policy Center Inc.,550000.000000
2017,2,48709,Open Society Policy Center Inc.,2860000.000000
2018,1,48709,Open Society Policy Center Inc.,1265000.000000
2018,4,48709,Open Society Policy Center Inc.,5485000.000000
2019,3,48709,Open Society Policy Center Inc.,5313333.333333
2020,2,48709,Open Society Policy Center Inc.,5000.000000
2021,1,48709,Open Society Policy Center Inc.,10000.000000
2020,4,48835,BB&T Corp.,680000.000000
2021,3,48835,BB&T Corp.,570000.000000
2022,2,48835,BB&T Corp.,1025000.000000
2023,1,48835,BB&T Corp.,1260000.000000
2023,4,48835,BB&T Corp.,260000.000000
2024,3,48835,BB&T Corp.,210000.000000
2011,4,53545,National Multifamily Housing Council,267000.000000
2012,3,53545,National Multifamily Housing Council,120000.000000
2013,2,53545,National Multifamily Housing Council,412500.000000
2014,1,53545,National Multifamily Housing Council,287500.000000
2014,4,53545,National Multifamily Housing Council,225250.000000
2015,3,53545,National Multifamily Housing Council,235000.000000
2016,2,53545,National Multifamily Housing Council,410000.000000
2017,1,53545,National Multifamily Housing Council,342500.000000
2017,4,53545,National Multifamily Housing Council,380000.000000
2018,3,53545,National Multifamily Housing Council,295873.333333
2019,2,53545,National Multifamily Housing Council,540000.000000
2020,1,53545,National Multifamily Housing Council,503333.333333
2020,4,53545,National Multifamily Housing Council,535000.000000
2021,3,53545,National Multifamily Housing Council,1340000.000000
2022,2,53545,National Multifamily Housing Council,925000.000000
2023,1,53545,National Multifamily Housing Council,146569.000000
2010,2,54262,ConocoPhillips Co.,2786501.000000
2011,1,54262,ConocoPhillips Co.,3139331.500000
2011,4,54262,ConocoPhillips Co.,1504333.333333
2012,3,54262,ConocoPhillips Co.,181333.333333
2013,2,54262,ConocoPhillips Co.,281762.500000
2014,1,54262,ConocoPhillips Co.,277368.750000
2014,4,54262,ConocoPhillips Co.,402912.500000
2015,3,54262,ConocoPhillips Co.,163117.000000
2016,2,54262,ConocoPhillips Co.,164750.000000
2017,1,54262,ConocoPhillips Co.,197200.000000
2017,4,54262,ConocoPhillips Co.,186000.000000
2018,3,54262,ConocoPhillips Co.,113600.000000
2019,2,54262,ConocoPhillips Co.,200000.000000
2020,1,54262,ConocoPhillips Co.,585000.000000
2012,4,57099,Business Roundtable Inc.,369928.571428
2013,3,57099,Business Roundtable Inc.,227187.500000
2014,2,57099,Business Roundtable Inc.,233852.941176
2015,1,57099,Business Roundtable Inc.,310294.117647
2014,1,159844,Occidental Petroleum Corp.,1007030.000000
2014,4,159844,Occidental Petroleum Corp.,1109072.500000
2015,3,159844,Occidental Petroleum Corp.,1542306.000000
2016,2,159844,Occidental Petroleum Corp.,633027.750000
2017,1,159844,Occidental Petroleum Corp.,456483.333333
2017,4,159844,Occidental Petroleum Corp.,583467.000000
2018,3,159844,Occidental Petroleum Corp.,355695.250000
2019,2,159844,Occidental Petroleum Corp.,375262.750000
2020,1,159844,Occidental Petroleum Corp.,803333.333333
2020,4,159844,Occidental Petroleum Corp.,916666.666666
2021,3,159844,Occidental Petroleum Corp.,835000.000000
2022,2,159844,Occidental Petroleum Corp.,357500.000000
2023,1,159844,Occidental Petroleum Corp.,660400.000000
2010,2,166177,Nucor Public Affairs Inc.,680000.000000
2011,1,166177,Nucor Public Affairs Inc.,580000.000000
2011,4,166177,Nucor Public Affairs Inc.,330000.000000
2012,3,166177,Nucor Public Affairs Inc.,270000.000000
2013,2,166177,Nucor Public Affairs Inc.,390000.000000
2014,1,166177,Nucor Public Affairs Inc.,410000.000000
2014,4,166177,Nucor Public Affairs Inc.,420000.000000
2015,3,166177,Nucor Public Affairs Inc.,510000.000000
2016,2,166177,Nucor Public Affairs Inc.,470000.000000
2017,1,166177,Nucor Public Affairs Inc.,520000.000000
2017,4,166177,Nucor Public Affairs Inc.,490000.000000
2018,3,166177,Nucor Public Affairs Inc.,480000.000000
2019,2,166177,Nucor Public Affairs Inc.,470000.000000
2020,1,166177,Nucor Public Affairs Inc.,540000.000000
2010,3,175545,National Association of Manufacturers,4750000.000000
2011,2,175545,National Association of Manufacturers,1100000.000000
2012,1,175545,National Association of Manufacturers,1730000.000000
2014,4,202278,Phillips 66 Co.,675000.000000
2015,3,202278,Phillips 66 Co.,420000.000000
2016,2,202278,Phillips 66 Co.,260000.000000
2017,1,202278,Phillips 66 Co.,510000.000000
2017,4,202278,Phillips 66 Co.,240000.000000
2018,3,202278,Phillips 66 Co.,225000.000000
2019,2,202278,Phillips 66 Co.,310000.000000
2020,1,202278,Phillips 66 Co.,720000.000000
2020,4,202278,Phillips 66 Co.,700000.000000
2021,3,202278,Phillips 66 Co.,270000.000000
2022,2,202278,Phillips 66 Co.,555000.000000
2023,1,202278,Phillips 66 Co.,683333.333333
2023,4,202278,Phillips 66 Co.,886666.666666
2024,3,202278,Phillips 66 Co.,127500.000000
2010,1,206073,U.S. Chamber of Commerce,1709800.000000
2010,4,206073,U.S. Chamber of Commerce,2833230.769230
2011,3,206073,U.S. Chamber of Commerce,580166.666666
2012,2,206073,U.S. Chamber of Commerce,1276888.888888
2013,1,206073,U.S. Chamber of Commerce,619588.235294
2010,1,206206,Northrop Grumman Corp.,293031.250000
2013,2,206789,National Association for Gun Rights,3010000.000000
2014,1,206789,National Association for Gun Rights,1010000.000000
2014,4,206789,National Association for Gun Rights,500000.000000
2015,3,206789,National Association for Gun Rights,430000.000000
2016,2,206789,National Association for Gun Rights,579940.000000
2017,1,206789,National Association for Gun Rights,326678.000000
2017,4,206789,National Association for Gun Rights,252922.000000
2018,3,206789,National Association for Gun Rights,226466.000000
2019,2,206789,National Association for Gun Rights,267427.000000
2020,1,206789,National Association for Gun Rights,203281.000000
2010,3,211513,Charles Schwab Corp.,840000.000000
2011,2,211513,Charles Schwab Corp.,670000.000000
2012,1,211513,Charles Schwab Corp.,570000.000000
2012,4,211513,Charles Schwab Corp.,1120000.000000
2013,3,211513,Charles Schwab Corp.,1060000.000000
2014,2,211513,Charles Schwab Corp.,450000.000000
2015,1,211513,Charles Schwab Corp.,640000.000000
2015,4,211513,Charles Schwab Corp.,405000.000000
2016,3,211513,Charles Schwab Corp.,770000.000000
2010,3,255640,Gila River Indian Community,220000.000000
2011,2,255640,Gila River Indian Community,350000.000000
2012,1,255640,Gila River Indian Community,590000.000000
2012,4,255640,Gila River Indian Community,570000.000000
2013,3,255640,Gila River Indian Community,780000.000000
2014,2,255640,Gila River Indian Community,930000.000000
2015,1,255640,Gila River Indian Community,980000.000000
2017,4,260497,Qualcomm Inc.,397777.777777
2018,3,260497,Qualcomm Inc.,435000.000000
2019,2,260497,Qualcomm Inc.,485000.000000
2020,1,260497,Qualcomm Inc.,538750.000000
2020,4,260497,Qualcomm Inc.,403750.000000
2021,3,260497,Qualcomm Inc.,431111.111111
2022,2,260497,Qualcomm Inc.,558750.000000
2023,1,260497,Qualcomm Inc.,383750.000000
2023,4,260497,Qualcomm Inc.,456666.666666
2024,3,260497,Qualcomm Inc.,371111.111111
2020,3,297638,New California Republic Co.,2253844.000000
2011,4,315362,National Federation of Independent Business Inc.,430000.000000
2012,3,315362,National Federation of Independent Business Inc.,347500.000000
2013,2,315362,National Federation of Independent Business Inc.,217500.000000
2014,1,315362,National Federation of Independent Business Inc.,217500.000000
2014,4,315362,National Federation of Independent Business Inc.,214750.000000
2015,3,315362,National Federation of Independent Business Inc.,245500.000000
2016,2,315362,National Federation of Independent Business Inc.,302666.666666
2017,1,315362,National Federation of Independent Business Inc.,415666.666666
2017,4,315362,National Federation of Independent Business Inc.,610000.000000
2018,3,315362,National Federation of Independent Business Inc.,539500.000000
2019,2,315362,National Federation of Independent Business Inc.,438000.000000
2020,1,315362,National Federation of Independent Business Inc.,429000.000000
2020,4,315362,National Federation of Independent Business Inc.,430000.000000
2021,3,315362,National Federation of Independent Business Inc.,550000.000000
2022,2,315362,National Federation of Independent Business Inc.,356666.666666
2023,1,315362,National Federation of Independent Business Inc.,383333.333333
2010,1,316850,AHIP,335000.000000
2023,4,320046,Pharmaceutical Care Management Association,920563.000000
2024,3,320046,Pharmaceutical Care Management Association,630724.714285
2023,1,324505,Partnership to Address Global Emissions Inc.,640000.000000
2023,4,324505,Partnership to Address Global Emissions Inc.,640000.000000
2024,3,324505,Partnership to Address Global Emissions Inc.,490000.000000
2010,3,325634,Amazon Corporate LLC,255000.000000
2011,2,325634,Amazon Corporate LLC,240000.000000
2012,1,325634,Amazon Corporate LLC,270000.000000
2012,4,325634,Amazon Corporate LLC,223333.333333
2013,3,325634,Amazon Corporate LLC,276666.666666
2014,2,325634,Amazon Corporate LLC,1060000.000000
2015,1,325634,Amazon Corporate LLC,1910000.000000
2015,4,325634,Amazon Corporate LLC,2990000.000000
2016,3,325634,Amazon Corporate LLC,2710000.000000
2017,2,325634,Amazon Corporate LLC,3210000.000000
2018,1,325634,Amazon Corporate LLC,867500.000000
2018,4,325634,Amazon Corporate LLC,778000.000000
2019,3,325634,Amazon Corporate LLC,711666.666666
2020,2,325634,Amazon Corporate LLC,775000.000000
2021,1,325634,Amazon Corporate LLC,843333.333333
2010,1,334449,General Electric Co.,428875.000000
2023,3,336127,SPLC Action Fund,690000.000000
2024,2,336127,SPLC Action Fund,1858000.000000
2017,4,341619,BlackRock Funds Services Group LLC,550000.000000
2018,3,341619,BlackRock Funds Services Group LLC,620000.000000
2019,2,341619,BlackRock Funds Services Group LLC,660000.000000
2020,1,341619,BlackRock Funds Services Group LLC,340000.000000
2020,4,341619,BlackRock Funds Services Group LLC,640000.000000
2015,4,57099,Business Roundtable Inc.,362437.500000
2016,3,57099,Business Roundtable Inc.,283066.666666
2017,2,57099,Business Roundtable Inc.,317750.000000
2018,1,57099,Business Roundtable Inc.,611900.000000
2018,4,57099,Business Roundtable Inc.,690000.000000
2019,3,57099,Business Roundtable Inc.,461583.333333
2020,2,57099,Business Roundtable Inc.,271785.714285
2021,1,57099,Business Roundtable Inc.,368750.000000
2021,4,57099,Business Roundtable Inc.,658571.428571
2022,3,57099,Business Roundtable Inc.,480000.000000
2023,2,57099,Business Roundtable Inc.,400666.666666
2024,1,57099,Business Roundtable Inc.,491428.571428
2010,3,58786,AFL-CIO,380000.000000
2011,2,58786,AFL-CIO,440000.000000
2012,1,58786,AFL-CIO,460000.000000
2012,4,58786,AFL-CIO,350000.000000
2013,3,58786,AFL-CIO,520000.000000
2014,2,58786,AFL-CIO,450000.000000
2015,1,58786,AFL-CIO,320000.000000
2015,4,58786,AFL-CIO,370000.000000
2016,3,58786,AFL-CIO,380000.000000
2017,2,58786,AFL-CIO,440000.000000
2018,1,58786,AFL-CIO,340000.000000
2018,4,58786,AFL-CIO,720000.000000
2019,3,58786,AFL-CIO,760000.000000
2020,2,58786,AFL-CIO,760000.000000
2021,1,58786,AFL-CIO,740000.000000
2010,2,68834,CVS Health,780000.000000
2011,1,68834,CVS Health,802333.333333
2011,4,68834,CVS Health,746250.000000
2012,3,68834,CVS Health,806666.666666
2013,2,68834,CVS Health,707739.250000
2014,1,68834,CVS Health,622000.000000
2014,4,68834,CVS Health,985000.000000
2015,3,68834,CVS Health,583333.333333
2016,2,68834,CVS Health,199749.571428
2017,1,68834,CVS Health,270562.500000
2013,4,69662,Peabody Investments Corp.,900000.000000
2014,3,69662,Peabody Investments Corp.,530000.000000
2015,2,69662,Peabody Investments Corp.,550000.000000
2016,1,69662,Peabody Investments Corp.,330000.000000
2016,4,69662,Peabody Investments Corp.,430000.000000
2017,3,69662,Peabody Investments Corp.,380000.000000
2018,2,69662,Peabody Investments Corp.,480000.000000
2019,1,69662,Peabody Investments Corp.,410000.000000
2019,4,69662,Peabody Investments Corp.,270000.000000
2020,3,69662,Peabody Investments Corp.,140000.000000
2021,2,69662,Peabody Investments Corp.,110000.000000
2022,1,69662,Peabody Investments Corp.,90000.000000
2022,4,69662,Peabody Investments Corp.,110000.000000
2023,3,69662,Peabody Investments Corp.,160000.000000
2024,2,69662,Peabody Investments Corp.,170000.000000
2019,4,70834,American Hospital Association,997857.142857
2020,3,70834,American Hospital Association,870000.000000
2021,2,70834,American Hospital Association,900000.000000
2022,1,70834,American Hospital Association,955000.000000
2022,4,70834,American Hospital Association,1213333.333333
2023,3,70834,American Hospital Association,790000.000000
2024,2,70834,American Hospital Association,922857.142857
2010,2,86263,International Association of Machinists and Aerospace Workers,570000.000000
2011,1,86263,International Association of Machinists and Aerospace Workers,420000.000000
2013,4,86642,National Association of Federally-Insured Credit Unions,440000.000000
2014,3,86642,National Association of Federally-Insured Credit Unions,620000.000000
2015,2,86642,National Association of Federally-Insured Credit Unions,620000.000000
2016,1,86642,National Association of Federally-Insured Credit Unions,150000.000000
2016,4,86642,National Association of Federally-Insured Credit Unions,640000.000000
2017,3,86642,National Association of Federally-Insured Credit Unions,600000.000000
2018,2,86642,National Association of Federally-Insured Credit Unions,550000.000000
2019,1,86642,National Association of Federally-Insured Credit Unions,1050000.000000
2019,4,86642,National Association of Federally-Insured Credit Unions,600000.000000
2017,2,211513,Charles Schwab Corp.,520000.000000
2018,1,211513,Charles Schwab Corp.,500000.000000
2018,4,211513,Charles Schwab Corp.,860000.000000
2019,3,211513,Charles Schwab Corp.,480000.000000
2020,2,211513,Charles Schwab Corp.,680000.000000
2021,1,211513,Charles Schwab Corp.,840000.000000
2013,4,213715,Chevron USA Inc.,1080000.000000
2014,3,213715,Chevron USA Inc.,472500.000000
2015,2,213715,Chevron USA Inc.,612500.000000
2016,1,213715,Chevron USA Inc.,673333.333333
2016,4,213715,Chevron USA Inc.,472500.000000
2017,3,213715,Chevron USA Inc.,565000.000000
2018,2,213715,Chevron USA Inc.,682500.000000
2019,1,213715,Chevron USA Inc.,752500.000000
2019,4,213715,Chevron USA Inc.,400000.000000
2020,3,213715,Chevron USA Inc.,300000.000000
2021,2,213715,Chevron USA Inc.,407500.000000
2022,1,213715,Chevron USA Inc.,492500.000000
2022,4,213715,Chevron USA Inc.,382500.000000
2023,3,213715,Chevron USA Inc.,442500.000000
2024,2,213715,Chevron USA Inc.,552500.000000
2010,1,221146,AARP Inc.,1003000.000000
2010,2,232057,Southern Co.,242045.454545
2011,1,232057,Southern Co.,398409.090909
2011,4,232057,Southern Co.,431136.363636
2012,3,232057,Southern Co.,284250.000000
2013,2,232057,Southern Co.,294100.000000
2014,1,232057,Southern Co.,351818.181818
2014,4,232057,Southern Co.,441750.000000
2015,3,232057,Southern Co.,285500.000000
2016,2,232057,Southern Co.,316363.636363
2017,1,232057,Southern Co.,347272.727272
2010,2,232657,Shell USA Inc.,605000.000000
2011,1,232657,Shell USA Inc.,464444.444444
2011,4,232657,Shell USA Inc.,417777.777777
2012,3,232657,Shell USA Inc.,605714.285714
2013,2,232657,Shell USA Inc.,395000.000000
2014,1,232657,Shell USA Inc.,358571.428571
2010,1,243759,Pacific Gas and Electric Co.,12960000.000000
2013,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,396562.500000
2014,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,567823.529411
2015,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,289000.000000
2016,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,391645.315789
2016,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,371132.352941
2017,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,327602.941176
2018,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,357765.625000
2019,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,387500.000000
2019,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,296153.846153
2020,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,28000.000000
2021,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,36666.666666
2022,1,252337,U.S. Chamber of Commerce Institute for Legal Reform,33333.333333
2022,4,252337,U.S. Chamber of Commerce Institute for Legal Reform,35555.555555
2023,3,252337,U.S. Chamber of Commerce Institute for Legal Reform,39000.000000
2024,2,252337,U.S. Chamber of Commerce Institute for Legal Reform,37272.727272
2011,4,255640,Gila River Indian Community,270000.000000
2012,3,255640,Gila River Indian Community,600000.000000
2013,2,255640,Gila River Indian Community,600000.000000
2014,1,255640,Gila River Indian Community,880000.000000
2014,4,255640,Gila River Indian Community,910000.000000
2015,3,255640,Gila River Indian Community,330000.000000
2016,2,255640,Gila River Indian Community,520000.000000
2017,1,255640,Gila River Indian Community,630000.000000
2017,4,255640,Gila River Indian Community,590000.000000
2018,3,255640,Gila River Indian Community,560000.000000
2019,2,255640,Gila River Indian Community,367500.000000
2020,1,255640,Gila River Indian Community,405000.000000
2020,4,255640,Gila River Indian Community,445000.000000
2019,2,99896,Mercedes-Benz USA LLC,620000.000000
2020,1,99896,Mercedes-Benz USA LLC,350000.000000
2020,4,101822,NACS,465000.000000
2021,3,101822,NACS,200000.000000
2022,2,101822,NACS,224375.000000
2023,1,101822,NACS,224375.000000
2023,4,101822,NACS,187500.000000
2024,3,101822,NACS,161250.000000
2010,2,104372,Independent Community Bankers of America,880000.000000
2011,1,104372,Independent Community Bankers of America,390000.000000
2011,4,104372,Independent Community Bankers of America,483333.333333
2012,3,104372,Independent Community Bankers of America,366666.666666
2013,2,104372,Independent Community Bankers of America,627000.000000
2014,1,104372,Independent Community Bankers of America,406666.666666
2013,4,104549,Primerica Life Insurance Co.,260000.000000
2014,3,104549,Primerica Life Insurance Co.,140000.000000
2015,2,104549,Primerica Life Insurance Co.,490000.000000
2016,1,104549,Primerica Life Insurance Co.,380000.000000
2016,4,104549,Primerica Life Insurance Co.,280000.000000
2017,3,104549,Primerica Life Insurance Co.,370000.000000
2018,2,104549,Primerica Life Insurance Co.,410000.000000
2019,1,104549,Primerica Life Insurance Co.,510000.000000
2019,4,104549,Primerica Life Insurance Co.,410000.000000
2020,3,104549,Primerica Life Insurance Co.,370000.000000
2021,2,104549,Primerica Life Insurance Co.,390000.000000
2022,1,104549,Primerica Life Insurance Co.,670000.000000
2022,4,104549,Primerica Life Insurance Co.,480000.000000
2023,3,104549,Primerica Life Insurance Co.,370000.000000
2024,2,104549,Primerica Life Insurance Co.,400000.000000
2010,2,139200,Government of Equatorial Guinea,460000.000000
2010,2,145134,MacAndrews South Corp.,280000.000000
2011,1,145134,MacAndrews South Corp.,260000.000000
2011,4,145134,MacAndrews South Corp.,260000.000000
2012,3,145134,MacAndrews South Corp.,290000.000000
2013,2,145134,MacAndrews South Corp.,280000.000000
2014,1,145134,MacAndrews South Corp.,300000.000000
2010,4,147733,Financial Services Roundtable,475000.000000
2011,3,147733,Financial Services Roundtable,392000.000000
2012,2,147733,Financial Services Roundtable,342000.000000
2013,1,147733,Financial Services Roundtable,577500.000000
2013,4,147733,Financial Services Roundtable,475000.000000
2014,3,147733,Financial Services Roundtable,272500.000000
2015,2,147733,Financial Services Roundtable,263000.000000
2016,1,147733,Financial Services Roundtable,527500.000000
2016,4,147733,Financial Services Roundtable,265000.000000
2017,3,147733,Financial Services Roundtable,151666.666666
2018,2,147733,Financial Services Roundtable,210000.000000
2010,1,149687,National Rifle Association,272500.000000
2010,4,149687,National Rifle Association,178333.333333
2011,3,149687,National Rifle Association,250000.000000
2012,2,149687,National Rifle Association,241666.666666
2013,1,149687,National Rifle Association,360000.000000
2013,4,149687,National Rifle Association,266666.666666
2014,3,149687,National Rifle Association,140000.000000
2015,2,149687,National Rifle Association,263333.333333
2016,1,149687,National Rifle Association,225000.000000
2016,4,149687,National Rifle Association,192666.666666
2017,3,149687,National Rifle Association,296666.666666
2018,2,149687,National Rifle Association,497500.000000
2019,1,149687,National Rifle Association,430000.000000
2010,3,154002,Lorillard Tobacco Co.,425000.000000
2011,2,154002,Lorillard Tobacco Co.,900000.000000
2012,1,154002,Lorillard Tobacco Co.,480000.000000
2010,1,154499,American Electric Power Co. Inc.,581452.500000
2010,4,154499,American Electric Power Co. Inc.,621090.666666
2011,3,154499,American Electric Power Co. Inc.,264238.333333
2018,4,104549,Primerica Life Insurance Co.,510000.000000
2019,3,104549,Primerica Life Insurance Co.,340000.000000
2020,2,104549,Primerica Life Insurance Co.,340000.000000
2021,1,104549,Primerica Life Insurance Co.,600000.000000
2010,3,145134,MacAndrews South Corp.,280000.000000
2011,2,145134,MacAndrews South Corp.,260000.000000
2012,1,145134,MacAndrews South Corp.,290000.000000
2012,4,145134,MacAndrews South Corp.,290000.000000
2013,3,145134,MacAndrews South Corp.,280000.000000
2014,2,145134,MacAndrews South Corp.,300000.000000
2015,1,145134,MacAndrews South Corp.,470000.000000
2015,4,145134,MacAndrews South Corp.,360000.000000
2016,3,145134,MacAndrews South Corp.,380000.000000
2017,2,145134,MacAndrews South Corp.,540000.000000
2018,1,145134,MacAndrews South Corp.,700000.000000
2010,3,147733,Financial Services Roundtable,300000.000000
2011,2,147733,Financial Services Roundtable,338000.000000
2012,1,147733,Financial Services Roundtable,592000.000000
2012,4,147733,Financial Services Roundtable,492500.000000
2013,3,147733,Financial Services Roundtable,325000.000000
2014,2,147733,Financial Services Roundtable,295000.000000
2015,1,147733,Financial Services Roundtable,502500.000000
2015,4,147733,Financial Services Roundtable,287500.000000
2016,3,147733,Financial Services Roundtable,262500.000000
2017,2,147733,Financial Services Roundtable,224000.000000
2018,1,147733,Financial Services Roundtable,417500.000000
2019,4,149687,National Rifle Association,385000.000000
2020,3,149687,National Rifle Association,410000.000000
2021,2,149687,National Rifle Association,2400000.000000
2022,1,149687,National Rifle Association,620000.000000
2022,4,149687,National Rifle Association,440000.000000
2023,3,149687,National Rifle Association,570000.000000
2024,2,149687,National Rifle Association,440000.000000
2010,1,154002,Lorillard Tobacco Co.,155000.000000
2010,4,154002,Lorillard Tobacco Co.,350000.000000
2011,3,154002,Lorillard Tobacco Co.,410000.000000
2012,2,154002,Lorillard Tobacco Co.,680000.000000
2013,1,154002,Lorillard Tobacco Co.,600000.000000
2013,4,154002,Lorillard Tobacco Co.,710000.000000
2016,4,154499,American Electric Power Co. Inc.,500938.666666
2017,3,154499,American Electric Power Co. Inc.,478057.333333
2018,2,154499,American Electric Power Co. Inc.,517816.000000
2019,1,154499,American Electric Power Co. Inc.,754875.000000
2019,4,154499,American Electric Power Co. Inc.,790079.000000
2020,3,154499,American Electric Power Co. Inc.,1387548.500000
2021,2,154499,American Electric Power Co. Inc.,1000383.000000
2022,1,154499,American Electric Power Co. Inc.,981595.500000
2022,4,154499,American Electric Power Co. Inc.,1287012.500000
2023,3,154499,American Electric Power Co. Inc.,389871.500000
2024,2,154499,American Electric Power Co. Inc.,405110.250000
2010,4,155701,"American Federation of State, County and Municipal Employees",580000.000000
2011,3,155701,"American Federation of State, County and Municipal Employees",720000.000000
2012,2,155701,"American Federation of State, County and Municipal Employees",670000.000000
2013,1,155701,"American Federation of State, County and Municipal Employees",710000.000000
2013,4,155701,"American Federation of State, County and Municipal Employees",600000.000000
2014,3,155701,"American Federation of State, County and Municipal Employees",550000.000000
2015,2,155701,"American Federation of State, County and Municipal Employees",690000.000000
2016,1,155701,"American Federation of State, County and Municipal Employees",610000.000000
2016,4,155701,"American Federation of State, County and Municipal Employees",550000.000000
2017,3,155701,"American Federation of State, County and Municipal Employees",600000.000000
2019,2,154499,American Electric Power Co. Inc.,825867.666666
2020,1,154499,American Electric Power Co. Inc.,963413.666666
2018,4,155701,"American Federation of State, County and Municipal Employees",540000.000000
2019,3,155701,"American Federation of State, County and Municipal Employees",580000.000000
2020,2,155701,"American Federation of State, County and Municipal Employees",660000.000000
2021,1,155701,"American Federation of State, County and Municipal Employees",640000.000000
2021,4,155701,"American Federation of State, County and Municipal Employees",600000.000000
2022,3,155701,"American Federation of State, County and Municipal Employees",470000.000000
2023,2,155701,"American Federation of State, County and Municipal Employees",550000.000000
2024,1,155701,"American Federation of State, County and Municipal Employees",690000.000000
2024,4,155701,"American Federation of State, County and Municipal Employees",670000.000000
2010,2,159586,Talecris Biotherapeutics Inc.,240000.000000
2011,1,159586,Talecris Biotherapeutics Inc.,335000.000000
2023,4,159844,Occidental Petroleum Corp.,931000.000000
2024,3,159844,Occidental Petroleum Corp.,299166.666666
2020,4,175545,National Association of Manufacturers,1350000.000000
2021,3,175545,National Association of Manufacturers,1610000.000000
2022,2,175545,National Association of Manufacturers,1130000.000000
2023,1,175545,National Association of Manufacturers,2170000.000000
2023,4,175545,National Association of Manufacturers,4640000.000000
2024,3,175545,National Association of Manufacturers,1410000.000000
2010,4,177594,Quantico North NFP Ltd.,350000.000000
2021,4,206073,U.S. Chamber of Commerce,3291666.666666
2022,3,206073,U.S. Chamber of Commerce,4031666.666666
2023,2,206073,U.S. Chamber of Commerce,4122500.000000
2024,1,206073,U.S. Chamber of Commerce,7806666.666666
2024,4,206073,U.S. Chamber of Commerce,7486666.666666
2010,4,206206,Northrop Grumman Corp.,201607.142857
2011,3,206206,Northrop Grumman Corp.,169437.500000
2012,2,206206,Northrop Grumman Corp.,386153.846153
2013,1,206206,Northrop Grumman Corp.,476923.076923
2013,4,206206,Northrop Grumman Corp.,701818.181818
2014,3,206206,Northrop Grumman Corp.,255454.545454
2015,2,206206,Northrop Grumman Corp.,395192.307692
2016,1,206206,Northrop Grumman Corp.,473409.090909
2016,4,206206,Northrop Grumman Corp.,311750.000000
2017,3,206206,Northrop Grumman Corp.,291750.000000
2018,2,206206,Northrop Grumman Corp.,298611.111111
2019,1,206206,Northrop Grumman Corp.,665277.777777
2019,4,206206,Northrop Grumman Corp.,359687.500000
2020,3,206206,Northrop Grumman Corp.,331071.428571
2021,2,206206,Northrop Grumman Corp.,443500.000000
2022,1,206206,Northrop Grumman Corp.,921500.000000
2010,1,213715,Chevron USA Inc.,1100000.000000
2010,4,213715,Chevron USA Inc.,1020000.000000
2011,3,213715,Chevron USA Inc.,766666.666666
2012,2,213715,Chevron USA Inc.,595000.000000
2013,1,213715,Chevron USA Inc.,995000.000000
2010,4,221146,AARP Inc.,1834400.000000
2011,3,221146,AARP Inc.,479666.666666
2012,2,221146,AARP Inc.,412142.857142
2013,1,221146,AARP Inc.,378333.333333
