Year,Quarter,client_lobby_actor_id,client_name,LDA_lobbying_expenses_avg
2011,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",660000.000000
2012,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",523000.000000
2013,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",610000.000000
2014,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",677000.000000
2014,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",478000.000000
2015,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",490000.000000
2016,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",630000.000000
2017,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",255000.000000
2017,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",265000.000000
2018,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",480000.000000
2019,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",600000.000000
2020,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",340000.000000
2020,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",130000.000000
2021,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",190000.000000
2022,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",130000.000000
2023,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",240000.000000
2019,4,671,Washington Council Ernst & Young,530000.000000
2020,3,671,Washington Council Ernst & Young,290000.000000
2021,2,671,Washington Council Ernst & Young,490000.000000
2022,1,671,Washington Council Ernst & Young,610000.000000
2022,4,671,Washington Council Ernst & Young,520000.000000
2023,3,671,Washington Council Ernst & Young,570000.000000
2024,2,671,Washington Council Ernst & Young,380000.000000
2010,2,1904,Universal Music Group Inc.,435000.000000
2011,1,1904,Universal Music Group Inc.,620000.000000
2011,4,1904,Universal Music Group Inc.,485000.000000
2012,3,1904,Universal Music Group Inc.,303333.333333
2013,2,1904,Universal Music Group Inc.,360000.000000
2014,1,1904,Universal Music Group Inc.,690000.000000
2010,1,7926,National Retail Federation,259666.666666
2010,4,7926,National Retail Federation,229750.000000
2011,3,7926,National Retail Federation,179800.000000
2012,2,7926,National Retail Federation,189142.857142
2013,1,7926,National Retail Federation,165800.000000
2010,3,8900,Elevance Health Inc.,196000.000000
2011,2,8900,Elevance Health Inc.,376250.000000
2012,1,8900,Elevance Health Inc.,425000.000000
2015,4,9140,American Farm Bureau Federation,956612.000000
2016,3,9140,American Farm Bureau Federation,909851.000000
2017,2,9140,American Farm Bureau Federation,994546.000000
2018,1,9140,American Farm Bureau Federation,453488.500000
2018,4,9140,American Farm Bureau Federation,333605.000000
2019,3,9140,American Farm Bureau Federation,396947.500000
2020,2,9140,American Farm Bureau Federation,465888.000000
2021,1,9140,American Farm Bureau Federation,340000.000000
2021,4,9140,American Farm Bureau Federation,275000.000000
2010,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",370000.000000
2010,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",374000.000000
2011,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",550000.000000
2012,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",789000.000000
2013,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",600000.000000
2013,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",630000.000000
2014,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",547000.000000
2015,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",316000.000000
2016,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",350000.000000
2016,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",380000.000000
2017,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",260000.000000
2018,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",450000.000000
2019,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",410000.000000
2023,4,671,Washington Council Ernst & Young,480000.000000
2024,3,671,Washington Council Ernst & Young,420000.000000
2010,1,1904,Universal Music Group Inc.,420000.000000
2013,4,7926,National Retail Federation,125800.000000
2014,3,7926,National Retail Federation,219666.666666
2015,2,7926,National Retail Federation,339800.000000
2016,1,7926,National Retail Federation,363166.666666
2016,4,7926,National Retail Federation,353800.000000
2017,3,7926,National Retail Federation,665800.000000
2018,2,7926,National Retail Federation,317200.000000
2019,1,7926,National Retail Federation,326400.000000
2019,4,7926,National Retail Federation,423800.000000
2020,3,7926,National Retail Federation,247500.000000
2021,2,7926,National Retail Federation,397000.000000
2022,1,7926,National Retail Federation,330833.333333
2022,4,7926,National Retail Federation,449166.666666
2023,3,7926,National Retail Federation,466000.000000
2024,2,7926,National Retail Federation,412000.000000
2011,4,9140,American Farm Bureau Federation,265000.000000
2012,3,9140,American Farm Bureau Federation,300000.000000
2013,2,9140,American Farm Bureau Federation,290000.000000
2014,1,9140,American Farm Bureau Federation,345000.000000
2014,4,9140,American Farm Bureau Federation,357302.000000
2015,3,9140,American Farm Bureau Federation,956612.000000
2016,2,9140,American Farm Bureau Federation,967914.000000
2017,1,9140,American Farm Bureau Federation,1071606.000000
2017,4,9140,American Farm Bureau Federation,1084296.000000
2018,3,9140,American Farm Bureau Federation,338605.000000
2019,2,9140,American Farm Bureau Federation,477779.500000
2020,1,9140,American Farm Bureau Federation,355076.500000
2020,4,9140,American Farm Bureau Federation,285805.000000
2021,3,9140,American Farm Bureau Federation,315000.000000
2022,2,9140,American Farm Bureau Federation,340000.000000
2023,1,9140,American Farm Bureau Federation,460000.000000
2010,3,10318,Alliance of Automobile Manufacturers Inc.,313800.000000
2011,2,10318,Alliance of Automobile Manufacturers Inc.,474440.000000
2023,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",110000.000000
2024,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",200000.000000
2010,4,671,Washington Council Ernst & Young,230000.000000
2011,3,671,Washington Council Ernst & Young,330000.000000
2012,2,671,Washington Council Ernst & Young,580000.000000
2013,1,671,Washington Council Ernst & Young,500000.000000
2013,4,671,Washington Council Ernst & Young,570000.000000
2014,3,671,Washington Council Ernst & Young,530000.000000
2015,2,671,Washington Council Ernst & Young,600000.000000
2016,1,671,Washington Council Ernst & Young,370000.000000
2016,4,671,Washington Council Ernst & Young,260000.000000
2017,3,671,Washington Council Ernst & Young,580000.000000
2018,2,671,Washington Council Ernst & Young,960000.000000
2019,1,671,Washington Council Ernst & Young,990000.000000
2014,4,1904,Universal Music Group Inc.,550000.000000
2015,3,1904,Universal Music Group Inc.,500000.000000
2016,2,1904,Universal Music Group Inc.,470000.000000
2017,1,1904,Universal Music Group Inc.,600000.000000
2017,4,1904,Universal Music Group Inc.,460000.000000
2018,3,1904,Universal Music Group Inc.,510000.000000
2019,2,1904,Universal Music Group Inc.,690000.000000
2020,1,1904,Universal Music Group Inc.,540000.000000
2020,4,1904,Universal Music Group Inc.,200000.000000
2021,3,1904,Universal Music Group Inc.,265000.000000
2022,2,1904,Universal Music Group Inc.,270000.000000
2023,1,1904,Universal Music Group Inc.,310000.000000
2023,4,1904,Universal Music Group Inc.,255000.000000
2024,3,1904,Universal Music Group Inc.,385000.000000
2013,4,8895,International Paper Co.,560000.000000
2014,3,8895,International Paper Co.,375000.000000
2015,2,8895,International Paper Co.,510000.000000
2016,1,8895,International Paper Co.,705000.000000
2016,4,8895,International Paper Co.,355000.000000
2017,3,8895,International Paper Co.,385000.000000
2018,2,8895,International Paper Co.,346666.666666
2019,1,8895,International Paper Co.,242000.000000
2019,4,8895,International Paper Co.,237000.000000
2020,3,8895,International Paper Co.,212000.000000
2021,2,8895,International Paper Co.,285000.000000
2022,1,8895,International Paper Co.,432500.000000
2022,4,8895,International Paper Co.,222500.000000
2023,3,8895,International Paper Co.,345000.000000
2024,2,8895,International Paper Co.,350000.000000
2012,4,8900,Elevance Health Inc.,250000.000000
2013,3,8900,Elevance Health Inc.,216000.000000
2014,2,8900,Elevance Health Inc.,440000.000000
2015,1,8900,Elevance Health Inc.,410000.000000
2015,4,8900,Elevance Health Inc.,316000.000000
2016,3,8900,Elevance Health Inc.,483333.333333
2017,2,8900,Elevance Health Inc.,292000.000000
2018,1,8900,Elevance Health Inc.,322000.000000
2018,4,8900,Elevance Health Inc.,345000.000000
2019,3,8900,Elevance Health Inc.,227500.000000
2020,2,8900,Elevance Health Inc.,370000.000000
2021,1,8900,Elevance Health Inc.,310000.000000
2021,4,8900,Elevance Health Inc.,308000.000000
2022,3,8900,Elevance Health Inc.,372000.000000
2023,2,8900,Elevance Health Inc.,335500.000000
2024,1,8900,Elevance Health Inc.,385357.142857
2010,1,9140,American Farm Bureau Federation,540000.000000
2019,4,10318,Alliance of Automobile Manufacturers Inc.,36666.666666
2015,4,14416,American Crystal Sugar Co.,211965.000000
2016,3,14416,American Crystal Sugar Co.,668869.000000
2017,2,14416,American Crystal Sugar Co.,661587.000000
2018,1,14416,American Crystal Sugar Co.,1383705.000000
2010,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",633000.000000
2011,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",440000.000000
2012,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",665000.000000
2012,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",500000.000000
2013,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",792000.000000
2014,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",508000.000000
2015,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",447000.000000
2010,1,671,Washington Council Ernst & Young,315000.000000
2010,3,7926,National Retail Federation,127250.000000
2011,2,7926,National Retail Federation,247250.000000
2012,1,7926,National Retail Federation,159000.000000
2012,4,7926,National Retail Federation,217800.000000
2013,3,7926,National Retail Federation,169800.000000
2014,2,7926,National Retail Federation,171500.000000
2015,1,7926,National Retail Federation,364750.000000
2015,4,7926,National Retail Federation,309833.333333
2016,3,7926,National Retail Federation,375800.000000
2017,2,7926,National Retail Federation,878166.666666
2018,1,7926,National Retail Federation,443800.000000
2018,4,7926,National Retail Federation,444833.333333
2019,3,7926,National Retail Federation,477800.000000
2020,2,7926,National Retail Federation,245714.285714
2021,1,7926,National Retail Federation,319800.000000
2010,1,8895,International Paper Co.,256666.666666
2010,4,8895,International Paper Co.,605000.000000
2011,3,8895,International Paper Co.,355000.000000
2012,2,8895,International Paper Co.,505000.000000
2013,1,8895,International Paper Co.,695000.000000
2024,4,8900,Elevance Health Inc.,296000.000000
2010,4,9140,American Farm Bureau Federation,480000.000000
2011,3,9140,American Farm Bureau Federation,280000.000000
2012,2,9140,American Farm Bureau Federation,313591.500000
2013,1,9140,American Farm Bureau Federation,230000.000000
2013,4,9140,American Farm Bureau Federation,275000.000000
2014,3,9140,American Farm Bureau Federation,222768.500000
2015,2,9140,American Farm Bureau Federation,414935.000000
2016,1,9140,American Farm Bureau Federation,1027141.000000
2016,4,9140,American Farm Bureau Federation,894284.000000
2017,3,9140,American Farm Bureau Federation,897040.000000
2018,2,9140,American Farm Bureau Federation,458488.500000
2019,1,9140,American Farm Bureau Federation,396750.000000
2010,2,10318,Alliance of Automobile Manufacturers Inc.,324400.000000
2011,1,10318,Alliance of Automobile Manufacturers Inc.,364000.000000
2024,4,14416,American Crystal Sugar Co.,822436.000000
2010,3,18177,American Academy of Family Physicians,577704.500000
2011,2,18177,American Academy of Family Physicians,736719.500000
2012,1,18177,American Academy of Family Physicians,398615.000000
2012,4,18177,American Academy of Family Physicians,341675.000000
2013,3,18177,American Academy of Family Physicians,327476.500000
2014,2,18177,American Academy of Family Physicians,232519.333333
2015,1,18177,American Academy of Family Physicians,239893.000000
2013,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",353724.000000
2014,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",262676.000000
2019,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",370000.000000
2020,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",230000.000000
2021,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",140000.000000
2022,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",220000.000000
2022,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",150000.000000
2023,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",110000.000000
2024,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",130000.000000
2014,4,671,Washington Council Ernst & Young,450000.000000
2015,3,671,Washington Council Ernst & Young,390000.000000
2016,2,671,Washington Council Ernst & Young,400000.000000
2017,1,671,Washington Council Ernst & Young,500000.000000
2017,4,671,Washington Council Ernst & Young,1050000.000000
2018,3,671,Washington Council Ernst & Young,810000.000000
2019,2,671,Washington Council Ernst & Young,950000.000000
2020,1,671,Washington Council Ernst & Young,660000.000000
2020,4,671,Washington Council Ernst & Young,310000.000000
2021,3,671,Washington Council Ernst & Young,320000.000000
2022,2,671,Washington Council Ernst & Young,410000.000000
2023,1,671,Washington Council Ernst & Young,580000.000000
2010,4,1904,Universal Music Group Inc.,410000.000000
2011,3,1904,Universal Music Group Inc.,760000.000000
2012,2,1904,Universal Music Group Inc.,267500.000000
2013,1,1904,Universal Music Group Inc.,910000.000000
2013,4,1904,Universal Music Group Inc.,580000.000000
2014,3,1904,Universal Music Group Inc.,900000.000000
2015,2,1904,Universal Music Group Inc.,480000.000000
2016,1,1904,Universal Music Group Inc.,540000.000000
2016,4,1904,Universal Music Group Inc.,400000.000000
2017,3,1904,Universal Music Group Inc.,390000.000000
2018,2,1904,Universal Music Group Inc.,500000.000000
2019,1,1904,Universal Music Group Inc.,690000.000000
2019,4,1904,Universal Music Group Inc.,380000.000000
2020,3,1904,Universal Music Group Inc.,165000.000000
2021,2,1904,Universal Music Group Inc.,265000.000000
2022,1,1904,Universal Music Group Inc.,275000.000000
2017,4,8895,International Paper Co.,350000.000000
2018,3,8895,International Paper Co.,283333.333333
2019,2,8895,International Paper Co.,361000.000000
2020,1,8895,International Paper Co.,312000.000000
2020,4,8895,International Paper Co.,287500.000000
2021,3,8895,International Paper Co.,257500.000000
2022,2,8895,International Paper Co.,310000.000000
2023,1,8895,International Paper Co.,407500.000000
2023,4,8895,International Paper Co.,370000.000000
2024,3,8895,International Paper Co.,357500.000000
2010,2,8900,Elevance Health Inc.,194000.000000
2011,1,8900,Elevance Health Inc.,296000.000000
2011,4,8900,Elevance Health Inc.,330000.000000
2012,3,8900,Elevance Health Inc.,242000.000000
2013,2,8900,Elevance Health Inc.,302000.000000
2014,1,8900,Elevance Health Inc.,425000.000000
2014,4,8900,Elevance Health Inc.,490000.000000
2015,3,8900,Elevance Health Inc.,532000.000000
2016,2,8900,Elevance Health Inc.,280000.000000
2017,1,8900,Elevance Health Inc.,410000.000000
2017,4,8900,Elevance Health Inc.,398000.000000
2018,3,8900,Elevance Health Inc.,170000.000000
2019,2,8900,Elevance Health Inc.,335000.000000
2020,1,8900,Elevance Health Inc.,327500.000000
2010,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",440000.000000
2011,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",410000.000000
2010,2,671,Washington Council Ernst & Young,480000.000000
2011,1,671,Washington Council Ernst & Young,285000.000000
2011,4,671,Washington Council Ernst & Young,960000.000000
2012,3,671,Washington Council Ernst & Young,390000.000000
2013,2,671,Washington Council Ernst & Young,670000.000000
2014,1,671,Washington Council Ernst & Young,440000.000000
2022,4,1904,Universal Music Group Inc.,260000.000000
2023,3,1904,Universal Music Group Inc.,245000.000000
2024,2,1904,Universal Music Group Inc.,270000.000000
2021,4,7926,National Retail Federation,304166.666666
2022,3,7926,National Retail Federation,530833.333333
2023,2,7926,National Retail Federation,468000.000000
2024,1,7926,National Retail Federation,477200.000000
2024,4,7926,National Retail Federation,426000.000000
2010,2,8895,International Paper Co.,316666.666666
2011,1,8895,International Paper Co.,530000.000000
2011,4,8895,International Paper Co.,805000.000000
2012,3,8895,International Paper Co.,480000.000000
2013,2,8895,International Paper Co.,535000.000000
2014,1,8895,International Paper Co.,640000.000000
2014,4,8895,International Paper Co.,475000.000000
2015,3,8895,International Paper Co.,445000.000000
2016,2,8895,International Paper Co.,460000.000000
2017,1,8895,International Paper Co.,775000.000000
2020,4,8900,Elevance Health Inc.,355000.000000
2021,3,8900,Elevance Health Inc.,494000.000000
2022,2,8900,Elevance Health Inc.,366000.000000
2023,1,8900,Elevance Health Inc.,777500.000000
2023,4,8900,Elevance Health Inc.,253928.571428
2024,3,8900,Elevance Health Inc.,265000.000000
2010,3,9140,American Farm Bureau Federation,490000.000000
2011,2,9140,American Farm Bureau Federation,285000.000000
2012,1,9140,American Farm Bureau Federation,325000.000000
2012,4,9140,American Farm Bureau Federation,300000.000000
2013,3,9140,American Farm Bureau Federation,250000.000000
2014,2,9140,American Farm Bureau Federation,295000.000000
2015,1,9140,American Farm Bureau Federation,464427.000000
2011,4,10318,Alliance of Automobile Manufacturers Inc.,300200.000000
2012,3,10318,Alliance of Automobile Manufacturers Inc.,279800.000000
2013,2,10318,Alliance of Automobile Manufacturers Inc.,277028.571428
2014,1,10318,Alliance of Automobile Manufacturers Inc.,270366.666666
2014,4,10318,Alliance of Automobile Manufacturers Inc.,432000.000000
2015,3,10318,Alliance of Automobile Manufacturers Inc.,311666.666666
2016,2,10318,Alliance of Automobile Manufacturers Inc.,383333.333333
2017,1,10318,Alliance of Automobile Manufacturers Inc.,406000.000000
2017,4,10318,Alliance of Automobile Manufacturers Inc.,333200.000000
2018,3,10318,Alliance of Automobile Manufacturers Inc.,472600.000000
2019,2,10318,Alliance of Automobile Manufacturers Inc.,367500.000000
2020,4,14416,American Crystal Sugar Co.,254381.000000
2021,3,14416,American Crystal Sugar Co.,263321.000000
2022,2,14416,American Crystal Sugar Co.,521465.000000
2023,1,14416,American Crystal Sugar Co.,1497696.000000
2023,4,14416,American Crystal Sugar Co.,260192.000000
2024,3,14416,American Crystal Sugar Co.,1100916.000000
2023,4,18177,American Academy of Family Physicians,438379.500000
2024,3,18177,American Academy of Family Physicians,494371.500000
2010,3,18531,National Right To Work Committee,830000.000000
2011,2,18531,National Right To Work Committee,770000.000000
2012,1,18531,National Right To Work Committee,440000.000000
2022,3,9140,American Farm Bureau Federation,260000.000000
2023,2,9140,American Farm Bureau Federation,385000.000000
2024,1,9140,American Farm Bureau Federation,340000.000000
2024,4,9140,American Farm Bureau Federation,250000.000000
2010,3,14416,American Crystal Sugar Co.,513422.000000
2011,2,14416,American Crystal Sugar Co.,460170.000000
2012,1,14416,American Crystal Sugar Co.,951300.000000
2012,4,14416,American Crystal Sugar Co.,42152.000000
2013,3,14416,American Crystal Sugar Co.,285527.000000
2014,2,14416,American Crystal Sugar Co.,137931.000000
2015,1,14416,American Crystal Sugar Co.,1171290.000000
2011,4,18177,American Academy of Family Physicians,431506.500000
2012,3,18177,American Academy of Family Physicians,249519.000000
2013,2,18177,American Academy of Family Physicians,298961.000000
2014,1,18177,American Academy of Family Physicians,339980.500000
2014,4,18177,American Academy of Family Physicians,208083.666666
2015,3,18177,American Academy of Family Physicians,405469.500000
2016,2,18177,American Academy of Family Physicians,265583.666666
2017,1,18177,American Academy of Family Physicians,265635.000000
2017,4,18177,American Academy of Family Physicians,478692.000000
2018,3,18177,American Academy of Family Physicians,462791.000000
2019,2,18177,American Academy of Family Physicians,498881.000000
2020,1,18177,American Academy of Family Physicians,549824.500000
2020,4,18177,American Academy of Family Physicians,360630.000000
2021,3,18177,American Academy of Family Physicians,478324.500000
2022,2,18177,American Academy of Family Physicians,476088.000000
2023,1,18177,American Academy of Family Physicians,402469.500000
2020,4,18531,National Right To Work Committee,70000.000000
2021,3,18531,National Right To Work Committee,530000.000000
2022,2,18531,National Right To Work Committee,290000.000000
2023,1,18531,National Right To Work Committee,220000.000000
2023,4,18531,National Right To Work Committee,120000.000000
2024,3,18531,National Right To Work Committee,169473.000000
2021,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",299078.000000
2022,3,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",314009.000000
2023,2,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",364510.000000
2024,1,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",342756.000000
2024,4,20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",405663.000000
2010,3,22172,American Israel Public Affairs Committee,690310.000000
2011,2,22172,American Israel Public Affairs Committee,711959.000000
2012,1,22172,American Israel Public Affairs Committee,710849.000000
2012,4,22172,American Israel Public Affairs Committee,758541.000000
2013,3,22172,American Israel Public Affairs Committee,721917.000000
2014,2,22172,American Israel Public Affairs Committee,769670.000000
2015,1,22172,American Israel Public Affairs Committee,824968.000000
2015,4,22172,American Israel Public Affairs Committee,870808.000000
2016,3,22172,American Israel Public Affairs Committee,904415.000000
2017,2,22172,American Israel Public Affairs Committee,908195.000000
2018,1,22172,American Israel Public Affairs Committee,879084.000000
2010,2,22796,Friends Committee on National Legislation,419848.000000
2011,1,22796,Friends Committee on National Legislation,411382.000000
2011,4,22796,Friends Committee on National Legislation,427181.000000
2010,3,671,Washington Council Ernst & Young,375000.000000
2011,2,671,Washington Council Ernst & Young,340000.000000
2012,1,671,Washington Council Ernst & Young,380000.000000
2012,4,671,Washington Council Ernst & Young,600000.000000
2013,3,671,Washington Council Ernst & Young,490000.000000
2014,2,671,Washington Council Ernst & Young,430000.000000
2015,1,671,Washington Council Ernst & Young,600000.000000
2018,4,1904,Universal Music Group Inc.,450000.000000
2019,3,1904,Universal Music Group Inc.,320000.000000
2020,2,1904,Universal Music Group Inc.,380000.000000
2021,1,1904,Universal Music Group Inc.,240000.000000
2021,4,1904,Universal Music Group Inc.,225000.000000
2022,3,1904,Universal Music Group Inc.,235000.000000
2023,2,1904,Universal Music Group Inc.,400000.000000
2024,1,1904,Universal Music Group Inc.,380000.000000
2024,4,1904,Universal Music Group Inc.,265000.000000
2017,4,7926,National Retail Federation,505800.000000
2018,3,7926,National Retail Federation,402200.000000
2019,2,7926,National Retail Federation,417800.000000
2020,1,7926,National Retail Federation,278428.571428
2020,4,7926,National Retail Federation,349000.000000
2021,3,7926,National Retail Federation,407000.000000
2022,2,7926,National Retail Federation,515833.333333
2023,1,7926,National Retail Federation,407500.000000
2023,4,7926,National Retail Federation,470000.000000
2024,3,7926,National Retail Federation,493000.000000
2010,3,8895,International Paper Co.,410371.500000
2011,2,8895,International Paper Co.,445000.000000
2012,1,8895,International Paper Co.,525000.000000
2012,4,8895,International Paper Co.,665000.000000
2013,3,8895,International Paper Co.,440000.000000
2014,2,8895,International Paper Co.,565000.000000
2015,1,8895,International Paper Co.,655000.000000
2015,4,8895,International Paper Co.,455000.000000
2016,3,8895,International Paper Co.,380000.000000
2017,2,8895,International Paper Co.,420000.000000
2018,1,8895,International Paper Co.,408000.000000
2018,4,8895,International Paper Co.,300000.000000
2019,3,8895,International Paper Co.,235000.000000
2020,2,8895,International Paper Co.,208000.000000
2021,1,8895,International Paper Co.,312500.000000
2016,4,8900,Elevance Health Inc.,298000.000000
2017,3,8900,Elevance Health Inc.,216000.000000
2018,2,8900,Elevance Health Inc.,238000.000000
2019,1,8900,Elevance Health Inc.,325000.000000
2019,4,8900,Elevance Health Inc.,610000.000000
2020,3,8900,Elevance Health Inc.,247500.000000
2021,2,8900,Elevance Health Inc.,398000.000000
2022,1,8900,Elevance Health Inc.,386000.000000
2022,4,8900,Elevance Health Inc.,308000.000000
2023,3,8900,Elevance Health Inc.,219642.857142
2024,2,8900,Elevance Health Inc.,220937.500000
2010,2,9140,American Farm Bureau Federation,590000.000000
2011,1,9140,American Farm Bureau Federation,590000.000000
2010,1,10318,Alliance of Automobile Manufacturers Inc.,355000.000000
2010,4,10318,Alliance of Automobile Manufacturers Inc.,277600.000000
2011,3,10318,Alliance of Automobile Manufacturers Inc.,321820.000000
2012,2,10318,Alliance of Automobile Manufacturers Inc.,343620.000000
2013,1,10318,Alliance of Automobile Manufacturers Inc.,299050.000000
2013,4,10318,Alliance of Automobile Manufacturers Inc.,290150.000000
2014,3,10318,Alliance of Automobile Manufacturers Inc.,268333.333333
2015,2,10318,Alliance of Automobile Manufacturers Inc.,350000.000000
2016,1,10318,Alliance of Automobile Manufacturers Inc.,385000.000000
2016,4,10318,Alliance of Automobile Manufacturers Inc.,280383.333333
2017,3,10318,Alliance of Automobile Manufacturers Inc.,416000.000000
2015,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",380000.000000
2016,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",422000.000000
2017,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",265000.000000
2018,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",245000.000000
2018,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",460000.000000
2019,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",590000.000000
2020,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",500000.000000
2021,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",170000.000000
2021,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",140000.000000
2022,3,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",190000.000000
2023,2,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",180000.000000
2024,1,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",130000.000000
2024,4,604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",140000.000000
2015,4,671,Washington Council Ernst & Young,420000.000000
2016,3,671,Washington Council Ernst & Young,430000.000000
2017,2,671,Washington Council Ernst & Young,770000.000000
2018,1,671,Washington Council Ernst & Young,1000000.000000
2018,4,671,Washington Council Ernst & Young,800000.000000
2019,3,671,Washington Council Ernst & Young,660000.000000
2020,2,671,Washington Council Ernst & Young,460000.000000
2021,1,671,Washington Council Ernst & Young,480000.000000
2021,4,671,Washington Council Ernst & Young,450000.000000
2022,3,671,Washington Council Ernst & Young,540000.000000
2023,2,671,Washington Council Ernst & Young,470000.000000
2024,1,671,Washington Council Ernst & Young,500000.000000
2024,4,671,Washington Council Ernst & Young,400000.000000
2010,3,1904,Universal Music Group Inc.,410000.000000
2011,2,1904,Universal Music Group Inc.,420000.000000
2012,1,1904,Universal Music Group Inc.,550000.000000
2012,4,1904,Universal Music Group Inc.,670000.000000
2013,3,1904,Universal Music Group Inc.,500000.000000
2014,2,1904,Universal Music Group Inc.,800000.000000
2015,1,1904,Universal Music Group Inc.,770000.000000
2015,4,1904,Universal Music Group Inc.,420000.000000
2016,3,1904,Universal Music Group Inc.,400000.000000
2017,2,1904,Universal Music Group Inc.,360000.000000
2018,1,1904,Universal Music Group Inc.,600000.000000
2010,2,7926,National Retail Federation,159750.000000
2011,1,7926,National Retail Federation,189750.000000
2011,4,7926,National Retail Federation,215800.000000
2012,3,7926,National Retail Federation,201800.000000
2013,2,7926,National Retail Federation,131800.000000
2014,1,7926,National Retail Federation,284750.000000
2014,4,7926,National Retail Federation,217250.000000
2015,3,7926,National Retail Federation,361800.000000
2016,2,7926,National Retail Federation,361800.000000
2017,1,7926,National Retail Federation,424833.333333
2021,4,8895,International Paper Co.,234000.000000
2022,3,8895,International Paper Co.,337500.000000
2023,2,8895,International Paper Co.,390000.000000
